Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered)
22-08-2021,Jharkhand,11637614,9320808,2316806,6376964,5258273,2377,1865897,9767080,4637
23-08-2021,Jharkhand,11801666,9445511,2356155,6463743,5335498,2425,1883007,9914016,4643
24-08-2021,Jharkhand,11978587,9585976,2392611,6555175,5420935,2477,1900462,10073479,4646
25-08-2021,Jharkhand,12136472,9711731,2424741,6636874,5497070,2528,1912629,10219188,4655
26-08-2021,Jharkhand,12256223,9803847,2452376,6700322,5553332,2569,1921213,10330349,4661
27-08-2021,Jharkhand,12359425,9883041,2476384,6754129,5602648,2648,1930020,10424743,4662
28-08-2021,Jharkhand,12441731,9943368,2498363,6797401,5641660,2670,1938646,10498411,4674
29-08-2021,Jharkhand,,,,,,,,,
30-08-2021,Jharkhand,,,,,,,,,
31-08-2021,Jharkhand,,,,,,,,,
16-01-2021,Karnataka,3810,3810,0,1835,1975,0,78,3732,
17-01-2021,Karnataka,4506,4506,0,2373,2133,0,82,4424,
18-01-2021,Karnataka,14755,14755,0,6122,8633,0,299,14456,
19-01-2021,Karnataka,25142,25142,0,10492,14649,1,443,24699,
20-01-2021,Karnataka,36705,36705,0,13421,23283,1,547,36158,
21-01-2021,Karnataka,47344,47344,0,17664,29669,11,670,46674,
22-01-2021,Karnataka,77432,77432,0,26356,51065,11,818,76614,
23-01-2021,Karnataka,84585,84585,0,28948,55626,11,842,83743,
24-01-2021,Karnataka,93426,93426,0,31342,62056,28,889,92537,
25-01-2021,Karnataka,138721,138721,0,43880,94811,30,1186,137535,
26-01-2021,Karnataka,140856,140856,0,44244,96582,30,1407,139449,
27-01-2021,Karnataka,196089,196089,0,59653,136401,35,2208,193881,
28-01-2021,Karnataka,215875,215875,0,67383,148457,35,2738,213137,
29-01-2021,Karnataka,234619,234619,0,74482,160102,35,2912,231707,
30-01-2021,Karnataka,246438,246438,0,79670,166730,38,3230,243208,
31-01-2021,Karnataka,247613,247613,0,80048,167527,38,3237,244376,
01-02-2021,Karnataka,249931,249931,0,80913,168980,38,3237,246694,
02-02-2021,Karnataka,250715,250715,0,81212,169465,38,3237,247478,
03-02-2021,Karnataka,251723,251723,0,81635,170050,38,3237,248486,
04-02-2021,Karnataka,265577,265577,0,86565,178974,38,3347,262230,
05-02-2021,Karnataka,295307,295307,0,95612,199636,59,3611,291696,
06-02-2021,Karnataka,321521,321521,0,103745,217707,69,3960,317561,
07-02-2021,Karnataka,325554,325554,0,105648,219837,69,4641,320913,
08-02-2021,Karnataka,350327,350327,0,121975,228283,69,4714,345613,
09-02-2021,Karnataka,379152,379152,0,142146,236937,69,4754,374398,
10-02-2021,Karnataka,403105,403105,0,160426,242606,73,4760,398345,
11-02-2021,Karnataka,415241,415241,0,169589,245579,73,4772,410469,
12-02-2021,Karnataka,430303,430303,0,179657,250572,74,4782,425521,
13-02-2021,Karnataka,435685,435670,15,183096,252500,74,4782,430888,
14-02-2021,Karnataka,435835,435820,15,183220,252526,74,4782,431038,
15-02-2021,Karnataka,462838,451537,11301,190356,261104,77,5059,446478,
16-02-2021,Karnataka,501618,473092,28526,197243,275768,81,5293,467799,
17-02-2021,Karnataka,560044,505305,54739,205586,299633,86,5607,499698,
18-02-2021,Karnataka,537677,472428,65249,203839,268504,85,5433,466995,
19-02-2021,Karnataka,637368,535611,101757,222648,312875,88,5833,529778,
20-02-2021,Karnataka,663860,546779,117081,230000,316691,88,5873,540906,
21-02-2021,Karnataka,665580,547587,117993,230535,316962,90,5873,541714,
22-02-2021,Karnataka,705083,560544,144539,238783,321671,90,5965,554579,
23-02-2021,Karnataka,738792,575708,163084,248773,326853,82,6079,569629,
24-02-2021,Karnataka,777394,592088,185306,259552,332454,82,6250,585838,
25-02-2021,Karnataka,802101,601961,200140,266242,335637,82,6321,595640,
26-02-2021,Karnataka,833025,611335,221690,272970,338283,82,6374,604961,
27-02-2021,Karnataka,833025,611335,221690,272970,338283,82,6374,604961,
28-02-2021,Karnataka,833025,611335,221690,272970,338283,82,6374,604961,
01-03-2021,Karnataka,833025,611335,221690,272970,338283,82,6374,604961,
02-03-2021,Karnataka,845726,621289,224437,279192,342014,83,6415,614874,
03-03-2021,Karnataka,860417,633181,227236,286197,346903,81,6447,626734,
04-03-2021,Karnataka,875597,645171,230426,292928,352160,83,6498,638673,
05-03-2021,Karnataka,897268,661097,236171,301588,359425,84,6536,654561,
06-03-2021,Karnataka,923407,678604,244803,310707,367813,84,6561,672043,
07-03-2021,Karnataka,925831,680182,245649,311451,368647,84,6560,673622,
08-03-2021,Karnataka,994382,729461,264921,336214,393159,88,6613,722848,
09-03-2021,Karnataka,788948,511728,277220,364689,424140,119,7220,781675,
10-03-2021,Karnataka,879486,581668,297818,410153,469202,131,7364,872069,
11-03-2021,Karnataka,895719,594042,301677,418172,477414,133,7364,888302,
12-03-2021,Karnataka,998460,680155,318305,471306,527012,142,7523,990884,
13-03-2021,Karnataka,1048543,723061,325482,496703,551696,144,7646,1040844,
14-03-2021,Karnataka,1067628,741104,326524,505972,561510,146,7673,1059902,
15-03-2021,Karnataka,1233619,893702,339917,588259,645203,157,9180,1224386,
16-03-2021,Karnataka,1621831,1271286,350545,608554,662594,138,16074,1605757,
17-03-2021,Karnataka,2013637,1649513,364124,792662,856669,182,21237,1992400,
18-03-2021,Karnataka,2124428,1752016,372412,842262,909560,194,28245,2096183,
19-03-2021,Karnataka,2371563,1987433,384130,952427,1034791,215,40560,2331003,
20-03-2021,Karnataka,2578280,2182510,395770,1044384,1137892,234,66464,2511816,
21-03-2021,Karnataka,2611299,2214176,397123,1059302,1154634,240,71413,2539886,
22-03-2021,Karnataka,2806130,2399962,406168,1144372,1255328,262,110840,2695290,
23-03-2021,Karnataka,2954336,2539195,415141,1209220,1329701,274,161808,2792528,
24-03-2021,Karnataka,3140034,2716069,423965,1291036,1424740,293,226117,2913917,
25-03-2021,Karnataka,3234506,2805919,428587,1333339,1472280,300,270281,2964225,
26-03-2021,Karnataka,3396982,2960802,436180,1405527,1554963,312,323185,3073797,
27-03-2021,Karnataka,3522500,3080769,441731,1461483,1618958,328,353843,3168657,
28-03-2021,Karnataka,3542620,3100377,442243,1470931,1629114,332,356600,3186020,
29-03-2021,Karnataka,3682325,3234131,448194,1531084,1702703,344,378391,3303934,
30-03-2021,Karnataka,3800933,3346567,454366,1581954,1764252,361,395682,3405251,
31-03-2021,Karnataka,3952215,3489527,462688,1647009,1842139,379,412737,3539478,
01-04-2021,Karnataka,4066715,3599566,467149,1698361,1900816,389,425440,3641275,
02-04-2021,Karnataka,4266426,3793071,473355,1788626,2004033,412,442763,3823663,
03-04-2021,Karnataka,4450751,3971518,479233,1871702,2099382,434,454895,3995856,
04-04-2021,Karnataka,4592345,4108669,483676,1936005,2172207,457,464461,4127884,
05-04-2021,Karnataka,4765091,4274168,490923,2009976,2263714,478,478207,4286884,
06-04-2021,Karnataka,4874443,4378738,495705,2057498,2320752,488,491658,4382785,
07-04-2021,Karnataka,5193089,4681696,511393,2194018,2487150,528,522784,4670305,
08-04-2021,Karnataka,5463170,4936256,526914,2310232,2625464,560,541190,4921980,
09-04-2021,Karnataka,5788229,5241266,546963,2451971,2788693,602,555182,5233047,
10-04-2021,Karnataka,6066457,5502062,564395,2575155,2926258,649,566845,5499612,
11-04-2021,Karnataka,6208540,5635988,572552,2640037,2995283,668,572077,5636463,
12-04-2021,Karnataka,6407151,5814005,593146,2729159,3084145,701,578395,5828756,
13-04-2021,Karnataka,6446449,5848181,598268,2747459,3100011,711,580152,5866297,
14-04-2021,Karnataka,6550378,5935191,615187,2789071,3145397,723,585978,5964400,
15-04-2021,Karnataka,6704302,6060959,643343,2847597,3212623,739,595970,6108332,
16-04-2021,Karnataka,6910211,6226534,683677,2925945,3299828,761,613354,6296857,
17-04-2021,Karnataka,7191885,6449119,742766,3031185,3417138,796,642055,6549830,
18-04-2021,Karnataka,7296541,6532361,764180,3071706,3459851,804,654574,6641967,
19-04-2021,Karnataka,7542740,6710926,831814,3157425,3552673,828,688768,6853972,
20-04-2021,Karnataka,7768341,6871164,897177,3236053,3634252,859,723260,7045081,
21-04-2021,Karnataka,7957698,7004724,952974,3302074,3701769,881,753927,7203771,
22-04-2021,Karnataka,8189265,7158532,1030733,3378086,3779537,909,788176,7401089,
23-04-2021,Karnataka,8446284,7334071,1112213,3469082,3864056,933,829495,7616789,
24-04-2021,Karnataka,8592838,7439115,1153723,3526465,3911703,947,854160,7738678,
25-04-2021,Karnataka,8673546,7495232,1178314,3556456,3937819,957,861190,7812356,
26-04-2021,Karnataka,8892099,7631765,1260334,3626966,4003824,975,882421,8009678,
27-04-2021,Karnataka,9088000,7750770,1337230,3687912,4061863,995,896837,8191163,
28-04-2021,Karnataka,9276973,7864503,1412470,3746951,4116541,1011,908939,8368034,
29-04-2021,Karnataka,9400272,7940695,1459577,3788002,4151668,1025,920031,8480241,
30-04-2021,Karnataka,9642439,8090917,1551522,3868438,4221433,1046,930091,8712348,
01-05-2021,Karnataka,9776943,8178490,1598453,3915651,4261784,1055,935680,8841263,
02-05-2021,Karnataka,9817518,8204770,1612748,3929605,4274104,1061,938372,8879146,
03-05-2021,Karnataka,9901051,8253648,1647403,3956396,4296182,1070,944843,8956208,
04-05-2021,Karnataka,9962735,8289078,1673657,3975921,4312066,1091,950466,9012269,
05-05-2021,Karnataka,10150823,8387120,1763703,4028325,4357686,1109,955020,9195803,
06-05-2021,Karnataka,10314190,8468403,1845787,4072788,4394486,1129,960947,9353243,
07-05-2021,Karnataka,10450470,8527328,1923142,4104609,4421578,1141,974772,9475698,
08-05-2021,Karnataka,10596894,8577077,2019817,4129814,4446112,1151,996834,9600060,
09-05-2021,Karnataka,10643323,8591372,2051951,4137053,4453164,1155,1005810,9637513,
10-05-2021,Karnataka,10772140,8638830,2133310,4162385,4475284,1161,1019608,9752532,
11-05-2021,Karnataka,10963129,8718545,2244584,4207074,4510291,1180,1029732,9933397,
12-05-2021,Karnataka,11102044,8792803,2309241,4248850,4542762,1191,1040062,10061982,
13-05-2021,Karnataka,11205478,8851449,2354029,4282464,4567779,1206,1050609,10154869,
14-05-2021,Karnataka,11296508,8885120,2411388,4299852,4584048,1220,1064149,10232359,
15-05-2021,Karnataka,11424456,8927204,2497252,4321103,4604869,1232,1100992,10323464,
16-05-2021,Karnataka,11448846,8942960,2505886,4329123,4612604,1233,1110213,10338633,
17-05-2021,Karnataka,11543880,9017346,2526534,4368939,4647160,1247,1132318,10411562,
18-05-2021,Karnataka,11629177,9091077,2538100,4408566,4681252,1259,1145476,10483701,
19-05-2021,Karnataka,11714719,9162909,2551810,4447633,4714002,1274,1164652,10550067,
20-05-2021,Karnataka,11800829,9228494,2572335,4483874,4743327,1293,1194325,10606504,
21-05-2021,Karnataka,11909365,9307694,2601671,4527899,4778492,1303,1235124,10674241,0
22-05-2021,Karnataka,12024591,9407939,2616652,4585205,4821418,1316,1258645,10765946,0
23-05-2021,Karnataka,12090122,9468988,2621134,4622136,4845530,1322,1264260,10825862,0
24-05-2021,Karnataka,12245538,9612835,2632703,4711060,4900416,1359,1280434,10965104,0
25-05-2021,Karnataka,12412615,9770531,2642084,4812574,4956588,1369,1293886,11118729,0
26-05-2021,Karnataka,12592227,9939939,2652288,4920646,5017905,1388,1307789,11284438,0
27-05-2021,Karnataka,12825223,10154372,2670851,5052063,5100876,1433,1337833,11487390,0
28-05-2021,Karnataka,13092345,10393577,2698768,5199787,5192314,1476,1378841,11713504,0
29-05-2021,Karnataka,13346630,10625599,2721031,5339822,5284257,1520,1416080,11930550,0
30-05-2021,Karnataka,13439808,10709480,2730328,5389899,5318046,1535,1432867,12006941,0
31-05-2021,Karnataka,13683390,10929687,2753703,5519056,5409055,1576,1472981,12210409,0
01-06-2021,Karnataka,13906541,11133566,2772975,5639451,5492499,1616,1510138,12396403,0
02-06-2021,Karnataka,14154710,11363561,2791149,5772731,5589178,1652,1547710,12607000,0
03-06-2021,Karnataka,14407706,11596660,2811046,5908628,5686351,1681,1584906,12822800,0
04-06-2021,Karnataka,14735361,11899361,2836000,6081337,5816194,1830,1624209,13111152,0
05-06-2021,Karnataka,15068597,12206183,2862414,6253471,5950834,1878,1665088,13403436,73
06-06-2021,Karnataka,15203304,12333182,2870122,6321434,6009848,1900,1676132,13526684,488
07-06-2021,Karnataka,15504527,12612607,2891920,6475386,6135260,1961,1702136,13801567,824
08-06-2021,Karnataka,15759842,12847608,2912234,6605473,6240139,1996,1726068,14032950,824
09-06-2021,Karnataka,15992599,13058077,2934522,6723942,6332072,2063,1750005,14241770,824
10-06-2021,Karnataka,16249047,13294675,2954372,6856194,6436314,2167,1770493,14477695,859
11-06-2021,Karnataka,16580369,13599544,2980825,7026110,6571195,2239,1794208,14785131,1030
12-06-2021,Karnataka,16892231,13885050,3007181,7178609,6704132,2309,1815645,15075457,1129
13-06-2021,Karnataka,16998892,13985016,3013876,7231381,6751302,2333,1820512,15177251,1129
14-06-2021,Karnataka,17262828,14219979,3042849,7354643,6862965,2371,1834806,15426838,1184
15-06-2021,Karnataka,17482779,14412058,3070721,7455978,6953636,2444,1848603,15632932,1244
16-06-2021,Karnataka,17695431,14594061,3101370,7551718,7039881,2462,1865062,15829065,1304
17-06-2021,Karnataka,17899357,14771770,3127587,7646015,7123213,2542,1879415,16018602,1340
18-06-2021,Karnataka,18130798,14971193,3159605,7755170,7213383,2640,1899297,16230106,1395
19-06-2021,Karnataka,18421390,15205385,3216005,7879659,7322978,2748,1924681,16495243,1466
20-06-2021,Karnataka,18498363,15268722,3229641,7911405,7354556,2761,1931696,16565201,1466
21-06-2021,Karnataka,19652759,16339169,3313590,8436925,7899250,2994,2079183,17571984,1592
22-06-2021,Karnataka,20104474,16752226,3352248,8643425,8105735,3066,2175629,17927104,1741
23-06-2021,Karnataka,20512334,17126371,3385963,8825765,8297437,3169,2252981,18257444,1909
24-06-2021,Karnataka,20921155,17493598,3427557,9008235,8482128,3235,2319494,18599539,2122
25-06-2021,Karnataka,21341517,17864741,3476776,10896930,10441087,3500,2401636,18937409,2472
26-06-2021,Karnataka,21622289,18089135,3533154,11038098,10580653,3538,2481521,19137845,2923
27-06-2021,Karnataka,21750366,18196068,3554298,11101463,10645349,3554,2513450,19233993,2923
28-06-2021,Karnataka,22202542,18563185,3639357,11313004,10885911,3627,2627009,19571719,3814
29-06-2021,Karnataka,22470761,18787206,3683555,11441952,11025086,3723,2718274,19748000,4487
30-06-2021,Karnataka,22712414,18973039,3739375,11561732,11146911,3771,2787439,19919959,5016
01-07-2021,Karnataka,22911665,19124712,3786953,11659353,11248515,3797,2841636,20064363,5666
02-07-2021,Karnataka,23152094,19293267,3858827,11778594,11369656,3844,2903238,20242202,6654
03-07-2021,Karnataka,23639206,19601804,4037402,12014922,11620361,3923,2984583,20647210,7413
04-07-2021,Karnataka,23790590,19703988,4086602,12088606,11698043,3941,3001217,20781811,7562
05-07-2021,Karnataka,24185562,19965810,4219752,12278484,11903067,4011,3045981,21131204,8377
06-07-2021,Karnataka,24477242,20169876,4307366,12419827,12053357,4058,3077523,21390621,9098
07-07-2021,Karnataka,24739154,20354749,4384405,12547910,12187109,4135,3137462,21591841,9851
08-07-2021,Karnataka,24941814,20494591,4447223,12649295,12288314,4205,3187713,21743167,10934
09-07-2021,Karnataka,25276633,20709063,4567570,12817540,12454837,4256,3228397,22036205,12031
10-07-2021,Karnataka,25518726,20854108,4664618,12938400,12576028,4298,3265334,22239650,13742
11-07-2021,Karnataka,25624609,20921104,4703505,12989589,12630706,4314,3287799,22322814,13996
12-07-2021,Karnataka,25882198,21086849,4795349,13114407,12763424,4367,3348036,22518296,15866
13-07-2021,Karnataka,26042614,21196915,4845699,13195915,12842308,4391,3390958,22634197,17459
14-07-2021,Karnataka,26484472,21531193,4953279,13404517,13075471,4484,3429285,23036266,18921
15-07-2021,Karnataka,26614219,21609700,5004519,13470737,13138977,4505,3446148,23147598,20473
16-07-2021,Karnataka,26851134,21741826,5109308,13590325,13256265,4544,3465032,23363901,22201
17-07-2021,Karnataka,27211216,21951177,5260039,13768815,13437812,4589,3489501,23697161,24554
18-07-2021,Karnataka,27324330,22018801,5305529,13825768,13493959,4603,3494650,23804647,25033
19-07-2021,Karnataka,27595996,22187924,5408072,13960511,13630837,4648,3508796,24060819,26381
20-07-2021,Karnataka,27779600,22304712,5474888,14054096,13720820,4684,3534535,24217552,27513
21-07-2021,Karnataka,27957510,22399536,5557974,14141242,13811548,4720,3552062,24376718,28730
22-07-2021,Karnataka,28247972,22570497,5677475,14283898,13959316,4758,3565008,24652988,29976
23-07-2021,Karnataka,28558855,22755810,5803045,14438736,14115319,4800,3586666,24940777,31412
24-07-2021,Karnataka,28787936,22885641,5902295,14554322,14228776,4838,3636337,25118117,33482
25-07-2021,Karnataka,28886583,22942185,5944398,14602759,14278968,4856,3646033,25206748,33802
26-07-2021,Karnataka,29125539,23073939,6051600,14718061,14402571,4907,3672535,25417650,35354
27-07-2021,Karnataka,29417347,23244325,6173022,14860968,14551421,4958,3707749,25673106,36492
28-07-2021,Karnataka,29596896,23352332,6244564,14948473,14643437,4986,3732333,25827044,37519
29-07-2021,Karnataka,29725737,23430600,6295137,15010860,14709870,5007,3746047,25940861,38829
30-07-2021,Karnataka,30029134,23623111,6406023,15157516,14866569,5049,3761928,26226975,40231
31-07-2021,Karnataka,30371214,23841981,6529233,15323996,15042120,5100,3810411,26518298,42505
01-08-2021,Karnataka,30664762,24087131,6577631,15461593,15198051,5118,3841608,26779909,43245
02-08-2021,Karnataka,31396158,24583845,6812313,15800965,15589949,5244,3925553,27425648,44957
03-08-2021,Karnataka,31689767,24789310,6900457,15944224,15740253,5290,3962784,27680535,46448
04-08-2021,Karnataka,31957645,24961046,6996599,16074711,15877598,5336,4012433,27896947,48265
05-08-2021,Karnataka,32124981,25060031,7064950,16157662,15961960,5359,4051814,28023279,49888
06-08-2021,Karnataka,32349726,25189842,7159884,16267694,16076629,5403,4140396,28157668,51662
07-08-2021,Karnataka,32764656,25468918,7295738,16470253,16288926,5477,4209783,28500695,54178
08-08-2021,Karnataka,32925156,25590067,7335089,16552638,16367009,5509,4224198,28646396,54562
09-08-2021,Karnataka,33280543,25847691,7432852,16724770,16550206,5567,4271997,28952499,56047
10-08-2021,Karnataka,33491581,25983655,7507926,16828859,16657123,5599,4313678,29120389,57514
11-08-2021,Karnataka,33795595,26186363,7609232,16977991,16811965,5639,4409298,29327319,58978
12-08-2021,Karnataka,33928955,26266016,7662939,17046903,16876376,5676,4469851,29398941,60163
13-08-2021,Karnataka,34132265,26399432,7732833,17150133,16976402,5730,4519004,29551982,61279
14-08-2021,Karnataka,34499721,26662330,7837391,17332703,17161214,5804,4582255,29854578,62888
15-08-2021,Karnataka,34646813,26771175,7875638,17407069,17233915,5829,4600718,29983015,63080
16-08-2021,Karnataka,35087989,27087109,8000880,17621444,17460628,5917,4649770,30373937,64282
17-08-2021,Karnataka,35470611,27351559,8119052,17810002,17654625,5984,4691492,30713954,65165
18-08-2021,Karnataka,35789528,27569057,8220471,17970333,17813151,6044,4729927,30993613,65988
19-08-2021,Karnataka,36077702,27751607,8326095,18120317,17951293,6092,4774326,31236707,66669
20-08-2021,Karnataka,36269786,27885291,8384495,18223617,18040053,6116,4785730,31416717,67339
21-08-2021,Karnataka,36757979,28186372,8571607,18472649,18279142,6188,4831417,31857806,68756
22-08-2021,Karnataka,36961711,28315377,8646334,18576048,18379444,6219,4849814,32042921,68976
23-08-2021,Karnataka,37534230,28699161,8835069,18864299,18663619,6312,4912632,32551676,69922
24-08-2021,Karnataka,37919138,28940673,8978465,19059881,18852877,6380,4976574,32871663,70901
25-08-2021,Karnataka,38448007,29291377,9156630,19323683,19117850,6474,5012803,33363529,71675
26-08-2021,Karnataka,38907375,29591747,9315628,19555322,19345499,6554,5038828,33796106,72441
27-08-2021,Karnataka,40022027,30362920,9659107,20117479,19897790,6758,5076163,34872549,73315
28-08-2021,Karnataka,40728915,30823005,9905910,20483339,20238679,6897,5105885,35547916,75114
29-08-2021,Karnataka,,,,,,,,,
30-08-2021,Karnataka,,,,,,,,,
31-08-2021,Karnataka,,,,,,,,,
16-01-2021,Kerala,1681,1681,0,593,1088,0,0,1681,
17-01-2021,Kerala,1836,1836,0,643,1193,0,0,1836,
18-01-2021,Kerala,2566,2566,0,746,1820,0,0,2566,
19-01-2021,Kerala,5355,5355,0,1529,3826,0,0,5355,
20-01-2021,Kerala,5398,5398,0,1552,3846,0,0,5398,
21-01-2021,Kerala,9175,9175,0,2557,6618,0,0,9175,
22-01-2021,Kerala,15501,15501,0,4180,11321,0,0,15501,
23-01-2021,Kerala,21944,21944,0,5715,16229,0,0,21944,
24-01-2021,Kerala,23324,23324,0,6036,17288,0,0,23324,
25-01-2021,Kerala,43561,43561,0,11213,32347,1,0,43561,
26-01-2021,Kerala,43766,43766,0,11269,32496,1,0,43766,
27-01-2021,Kerala,58323,58323,0,15292,43030,1,0,58323,
28-01-2021,Kerala,82794,82794,0,21316,61477,1,0,82794,
29-01-2021,Kerala,110719,110719,0,27902,82814,3,0,110719,
30-01-2021,Kerala,134225,134225,0,33810,100409,6,0,134225,
31-01-2021,Kerala,140906,140906,0,35488,105412,6,0,140906,
01-02-2021,Kerala,173482,173482,0,43684,129791,7,0,173482,
02-02-2021,Kerala,204449,204449,0,51042,153398,9,0,204449,
03-02-2021,Kerala,225664,225664,0,56100,169554,10,0,225664,
04-02-2021,Kerala,250831,250831,0,61871,188949,11,0,250831,
05-02-2021,Kerala,266068,266068,0,65605,200452,11,0,266068,
06-02-2021,Kerala,271731,271731,0,67041,204679,11,0,271731,
07-02-2021,Kerala,272221,272221,0,67185,205025,11,0,272221,
08-02-2021,Kerala,287787,287787,0,71255,216521,11,0,287787,
09-02-2021,Kerala,302655,302655,0,75265,227379,11,1,302654,
10-02-2021,Kerala,306802,306802,0,76472,230319,11,1,306801,
11-02-2021,Kerala,314425,314425,0,81044,233370,11,563,313862,
12-02-2021,Kerala,326974,326974,0,90610,236353,11,8514,318460,
13-02-2021,Kerala,338167,338167,0,99315,238841,11,18256,319911,
14-02-2021,Kerala,340452,340407,45,100976,239420,11,20439,319968,
15-02-2021,Kerala,357263,353940,3323,109097,244832,11,28363,325577,
16-02-2021,Kerala,382629,370481,12148,117056,253413,12,33717,336764,
17-02-2021,Kerala,392764,377376,15388,120403,256961,12,36217,341159,
18-02-2021,Kerala,401317,377981,23336,123526,254442,13,42079,335902,
19-02-2021,Kerala,432564,400463,32101,131165,269285,13,47318,353145,
20-02-2021,Kerala,445561,406728,38833,134630,272085,13,52144,354584,
21-02-2021,Kerala,445939,407098,38841,134841,272244,13,52355,354743,
22-02-2021,Kerala,469633,413599,56034,138369,275217,13,57459,356140,
23-02-2021,Kerala,484753,422676,62077,143120,279543,13,60036,362640,
24-02-2021,Kerala,501243,431070,70173,147423,283634,13,60822,370248,
25-02-2021,Kerala,538367,449826,88541,156111,293702,13,61483,388343,
26-02-2021,Kerala,593333,489113,104220,173522,315577,14,62561,426552,
27-02-2021,Kerala,593333,489113,104220,173522,315577,14,62561,426552,
28-02-2021,Kerala,593333,489113,104220,173522,315577,14,62561,426552,
01-03-2021,Kerala,593333,489113,104220,173522,315577,14,62561,426552,
02-03-2021,Kerala,653199,534490,118709,195372,339100,18,62855,471635,
03-03-2021,Kerala,691858,564199,127659,209978,354203,18,63138,501061,
04-03-2021,Kerala,774938,627900,147038,240900,386981,19,63956,563944,
05-03-2021,Kerala,856197,689867,166330,270499,419345,23,64566,625301,
06-03-2021,Kerala,943171,756016,187155,301470,454518,28,64997,691019,
07-03-2021,Kerala,956327,767969,188358,307239,460702,28,64997,702972,
08-03-2021,Kerala,1038770,829751,209019,337866,491853,32,65335,764416,
09-03-2021,Kerala,918350,689979,228371,372796,545513,41,65926,852243,
10-03-2021,Kerala,954881,714468,240413,387837,566999,45,66031,888669,
11-03-2021,Kerala,992154,742190,249964,403730,588375,49,66227,925745,
12-03-2021,Kerala,1077367,807213,270154,440458,636853,56,67021,1010164,
13-03-2021,Kerala,1123556,843361,280195,460547,662952,57,69072,1054301,
14-03-2021,Kerala,1127845,846852,280993,462423,665365,57,69115,1058547,
15-03-2021,Kerala,1213086,915549,297537,502675,710345,66,74967,1137935,
16-03-2021,Kerala,1500473,1188099,312374,506856,681178,65,82435,1418038,
17-03-2021,Kerala,2016703,1695387,321316,768897,926350,140,89070,1927633,
18-03-2021,Kerala,2165652,1832205,333447,834871,997172,162,95005,2070647,
19-03-2021,Kerala,2298455,1954868,343587,892887,1061807,174,101174,2197281,
20-03-2021,Kerala,2418931,2066624,352307,944605,1121838,181,107378,2311553,
21-03-2021,Kerala,2426827,2073902,352925,948016,1125704,182,107808,2319019,
22-03-2021,Kerala,2564049,2203735,360314,1008762,1194773,200,113327,2450722,
23-03-2021,Kerala,2712712,2339164,373548,1071966,1266982,216,124751,2587961,
24-03-2021,Kerala,2776155,2398567,377588,1099916,1298425,226,127294,2648861,
25-03-2021,Kerala,2939242,2555550,383692,1173561,1381745,244,131207,2808035,
26-03-2021,Kerala,3070352,2682089,388263,1231380,1450450,259,133243,2937109,
27-03-2021,Kerala,3188068,2795930,392138,1283227,1512430,273,135202,3052866,
28-03-2021,Kerala,3199659,2807351,392308,1288539,1518538,274,135210,3064449,
29-03-2021,Kerala,3353041,2956227,396814,1355104,1600818,305,136924,3216117,
30-03-2021,Kerala,3510207,3106682,403525,1421478,1684885,319,139738,3370469,
31-03-2021,Kerala,3574857,3167015,407842,1448053,1718636,326,141297,3433560,
01-04-2021,Kerala,3653814,3242747,411067,1481276,1761139,332,141781,3512033,
02-04-2021,Kerala,3721899,3307374,414525,1510014,1797019,341,142408,3579491,
03-04-2021,Kerala,3838483,3416400,422083,1555388,1860659,353,143446,3695037,
04-04-2021,Kerala,3888331,3463563,424768,1575071,1888134,358,143892,3744439,
05-04-2021,Kerala,4005217,3573568,431649,1620368,1952832,368,144425,3860792,
06-04-2021,Kerala,4042344,3608126,434218,1635201,1972554,371,144684,3897660,
07-04-2021,Kerala,4140687,3698854,441833,1673913,2024554,387,145437,3995250,
08-04-2021,Kerala,4356948,3899533,457415,1757681,2141438,414,146408,4210540,
09-04-2021,Kerala,4575579,4099009,476570,1841931,2256641,437,147850,4427729,
10-04-2021,Kerala,4763750,4270854,492896,1915320,2355073,461,149328,4614422,
11-04-2021,Kerala,4830666,4333798,496868,1944347,2388985,466,149990,4680676,
12-04-2021,Kerala,5098015,4571524,526491,2045082,2525926,516,152985,4945030,
13-04-2021,Kerala,5267173,4714085,553088,2109225,2604323,537,156460,5110713,
14-04-2021,Kerala,5287486,4730173,557313,2117216,2612419,538,157699,5129787,
15-04-2021,Kerala,5496553,4899502,597051,2193316,2705623,563,172708,5323845,
16-04-2021,Kerala,5680114,5040807,639307,2257490,2782737,580,199162,5480952,
17-04-2021,Kerala,5832548,5158591,673957,2312598,2845392,601,240926,5591622,
18-04-2021,Kerala,5870232,5189796,680436,2328909,2860281,606,255745,5614487,
19-04-2021,Kerala,6026332,5299053,727279,2381261,2917173,619,288756,5737576,
20-04-2021,Kerala,6243615,5443386,800229,2449699,2993054,633,312000,5931615,
21-04-2021,Kerala,6353600,5512304,841296,2483037,3028625,642,322945,6030655,
22-04-2021,Kerala,6503034,5602945,900089,2525828,3076458,659,333703,6169331,
23-04-2021,Kerala,6628388,5673943,954445,2559741,3113525,677,339373,6289015,
24-04-2021,Kerala,6827755,5788568,1039187,2615457,3172415,696,343411,6484344,
25-04-2021,Kerala,6847075,5801281,1045794,2621806,3178777,698,344350,6502725,
